Training,Testing
0.7135714285714287,0.7025
0.7155952380952381,0.7025
0.7167857142857144,0.7025
0.7166666666666668,0.706388888888889
0.7217857142857144,0.696388888888889
0.7061904761904763,0.7333333333333334
0.7170238095238096,0.696388888888889
0.7153571428571429,0.7025
0.73,0.696388888888889
0.708452380952381,0.7016666666666667
