Training,Testing
0.896738310708899,0.8535067873303167
0.9051470588235294,0.8359728506787331
0.8967571644042233,0.8535067873303167
0.9115573152337858,0.8535067873303167
0.889159125188537,0.8914027149321267
0.8899509803921569,0.8535067873303167
0.896738310708899,0.8535067873303167
0.8977752639517346,0.834841628959276
0.8895927601809954,0.7997737556561085
0.9115761689291101,0.8535067873303167
