Training,Testing
0.9876156276642498,0.9859657927853913
0.9877835202794686,0.9867186242949864
0.988049534953911,0.9875028903828305
0.9877431926378446,0.9868843218176221
0.9875395689009951,0.9872354300729813
0.9874389701780302,0.986733542399918
0.9879307684331997,0.9867053045584402
0.9880269763251937,0.9864895248263904
0.9878835858900686,0.9868976415541684
0.9874209828828955,0.9851676741715389
