Training,Testing
0.8801488095238093,0.7516129032258063
0.8792857142857141,0.6629032258064514
0.8651190476190477,0.7193548387096775
0.8679464285714286,0.725268817204301
0.881279761904762,0.7521505376344085
0.8789583333333332,0.750537634408602
0.8663095238095236,0.7231182795698924
0.86625,0.7768817204301075
0.8695833333333334,0.7510752688172043
0.8789880952380951,0.7225806451612903
