Training,Testing
0.006193959533508261,0.005557104484928302
0.006102975437323029,0.008276668787597608
0.007394557709954397,0.012297170983652447
0.006351286098372849,0.010322716359759669
0.005875650322018309,0.006767509615104561
0.007098360555953332,0.006003679974922763
0.005373406099551739,0.006821738732126048
0.005184525830807505,0.005351005454009209
0.00687917364578226,0.006959929808944249
0.0054754449286958055,0.007845038256538225
