Training,Testing
0.7151190476190477,0.7025
0.7161904761904763,0.696388888888889
0.694404761904762,0.7275
0.7200000000000002,0.696388888888889
0.7167857142857144,0.696388888888889
0.725952380952381,0.696388888888889
0.692857142857143,0.696388888888889
0.7079761904761905,0.7025
0.7178571428571429,0.696388888888889
0.7198809523809524,0.696388888888889
